diff_type,doi,focal_personid,focal_unitid,collab_personid,collab_unitid,collab_type
missing_from_ours,10.1038/S41467-023-40559-5,83316,1904,412280,1921,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1909,370154,1903,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1909,370154,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1909,370154,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1909,412280,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1909,412280,1921,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,8962,370154,1903,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,8962,370154,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,8962,370154,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,8962,412280,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,8962,412280,1921,Article
missing_from_ours,10.1038/S41467-024-50181-8,170896,8963,827696,1922,Article
missing_from_ours,10.1038/S41467-024-50181-8,827696,1922,170896,8963,Article
missing_from_ours,10.1038/S41467-024-51527-Y,287297,1921,435117,1908,Article
missing_from_ours,10.1038/S41467-024-51527-Y,287297,1921,435117,1921,Article
missing_from_ours,10.1038/S41467-024-51527-Y,287297,1921,935577,1921,Article
missing_from_ours,10.1038/S41467-024-51527-Y,435117,1908,287297,1921,Article
missing_from_ours,10.1038/S41467-024-51527-Y,435117,1908,935577,1921,Article
