Unit,Unit Scholar,Unit Scholar ID,Collab Unit,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Geology and Geophysics, Department of","LANG, SUSAN",779348,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Geology and Geophysics, Department of","LE ROUX, VERONIQUE",779092,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Geology and Geophysics, Department of","NIELSEN, SUNE",488118,3,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Earth, Atmospheric and Planetary Sciences, Department of","PEC, MATEJ",827675,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Aeronautics and Astronautics, Department of","SEAGER, SARA",289272,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Marine Chemistry and Geochemistry, Department of","SEEWALD, JEFFREY",289279,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Geology and Geophysics, Department of","TIVEY, MAURICE",289549,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Geology and Geophysics, Department of","TOMINAGA, MASAKO",529892,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Marine Chemistry and Geochemistry, Department of","BUESSELER, KEN",287189,2,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Physical Oceanography, Department of","LE BRAS, ISABELA",1304708,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Physical Oceanography, Department of","MAHADEVAN, AMALA",488114,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Geology and Geophysics, Department of","MARCHAL, OLIVIER",288564,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Applied Ocean Physics and Engineering, Department of","MICHEL, ANNA",544623,2,0,0,0,2,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Geology and Geophysics, Department of","SCHACKLETON, SARAH",2157266,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","NICHOLSON, DAVID",488117,"Applied Ocean Physics and Engineering, Department of","SCULLY, MALCOLM",270435,1,0,0,0,1,0,0
