Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Materials Science and Engineering, Department of","GOMEZ-BOMBARELLI, RAFAEL",827387,"GROSSMAN, JEFFREY C",412313,4,0,0,0,0,0,0
"Materials Science and Engineering, Department of","GOMEZ-BOMBARELLI, RAFAEL",827387,"LI, JU",488102,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","GOMEZ-BOMBARELLI, RAFAEL",827387,"OLIVETTI, ELSA A",779104,5,0,0,0,0,0,0
"Materials Science and Engineering, Department of","GOMEZ-BOMBARELLI, RAFAEL",827387,"ROSS, CAROLINE A",163144,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","GOMEZ-BOMBARELLI, RAFAEL",827387,"SHAO-HORN, YANG",165211,7,0,0,0,0,0,0
"Materials Science and Engineering, Department of","GOMEZ-BOMBARELLI, RAFAEL",827387,"YILDIZ, BILGE",173103,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","TASAN, CEMAL",827638,"LEBEAU, JAMES M",436500,4,0,0,0,1,0,0
"Materials Science and Engineering, Department of","TASAN, CEMAL",827638,"LI, JU",488102,1,0,0,0,1,0,0
"Materials Science and Engineering, Department of","TASAN, CEMAL",827638,"OLIVETTI, ELSA A",779104,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","TASAN, CEMAL",827638,"YILDIZ, BILGE",173103,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"ABATE, IWNETIM",1711445,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"ANIKEEVA, POLINA OLEGOVNA",488093,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"CHIANG, YET-MING",136907,2,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"JARAMILLO, RAFAEL",789757,3,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"KIM, JEEHWAN",789790,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"LEBEAU, JAMES M",436500,2,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"LI, JU",488102,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"MACFARLANE, ROBERT J",789755,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"TULLER, HARRY L",90491,1,0,0,0,0,0,0
