Unit,Unit Scholar,Unit Scholar ID,Collab Unit,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Mechanical Engineering, Department of","WANG, EVELYN",112673,0,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","NEPF, HEIDI",83154,"Geology and Geophysics, Department of","ASHTON, ANDREW",287030,1,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","NEPF, HEIDI",83154,"Applied Ocean Physics and Engineering, Department of","RALSTON, DAVID",370219,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","KROLL, JESSE",288366,"Biological Engineering, Department of","ENGELWARD, BEVIN P",141156,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","KROLL, JESSE",288366,"Chemical Engineering, Department of","GREEN, WILLIAM H",144767,2,0,0,0,3,0,0
"Civil and Environmental Engineering, Department of","KROLL, JESSE",288366,"Earth, Atmospheric and Planetary Sciences, Department of","SELIN, NOELLE E",412264,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","KROLL, JESSE",288366,"Biological Engineering, Department of","WHITE, FOREST M",129009,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","FOLLOWS, MICHAEL J",175847,"Biology (WHOI), Department of","ALEXANDER, HARRIET",919199,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","FOLLOWS, MICHAEL J",175847,"Biology (WHOI), Department of","BRITTEN, GREGORY",1092447,3,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","FOLLOWS, MICHAEL J",175847,"Earth, Atmospheric and Planetary Sciences, Department of","HILL, CHRISTOPHER N",544469,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","FOLLOWS, MICHAEL J",175847,"Marine Chemistry and Geochemistry, Department of","SAITO, MAKOTO",289220,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MARELLI, BENEDETTO",789735,"Electrical Engineering and Computer Sciences, Department of","CHANDRAKASAN, ANANTHA P",19111,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MARELLI, BENEDETTO",789735,"Mechanical Engineering, Department of","HART, ANASTASIOS JOHN",250993,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MARELLI, BENEDETTO",789735,"Materials Science and Engineering, Department of","LI, JU",488102,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MARELLI, BENEDETTO",789735,"Electrical Engineering and Computer Sciences, Department of","RAM, RAJEEV J",161585,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","MARELLI, BENEDETTO",789735,"Chemical Engineering, Department of","STRANO, MICHAEL S",106262,3,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Mechanical Engineering, Department of","CHEN, GANG",287297,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Materials Science and Engineering, Department of","GROSSMAN, JEFFREY C",412313,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Mechanical Engineering, Department of","GUO, MING",789760,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Electrical Engineering and Computer Sciences, Department of","KONG, JING",151147,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Mechanical Engineering, Department of","MCKINLEY, GARETH H",412357,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Electrical Engineering and Computer Sciences, Department of","PALACIOS, TOMAS",113951,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Urban Studies and Planning, Department of","SANTI, PAOLO",1108315,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,"Chemistry, Department of","SHAO-HORN, YANG",165211,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BUEHLER, MARKUS J",135309,Music and Theater Arts Section,"ZIPORYN, EVAN",412368,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ELTAHIR, ELFATIH A. B",4946,"Earth, Atmospheric and Planetary Sciences, Department of","O'GORMAN, PAUL",175844,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JUANES, RUBEN",52517,"Earth, Atmospheric and Planetary Sciences, Department of","HAGER, BRADFORD H",176397,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BARNHART, CYNTHIA",7485,"Management, Sloan School of","BERTSIMAS, DIMITRIS J",133474,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","TERRER MORENO, CESAR",1351829,"Materials Science and Engineering, Department of","OLIVETTI, ELSA A",779104,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","COHEN, TAL",825729,"Mechanical Engineering, Department of","SLOCUM, ALEXANDER H",123583,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","WAINWRIGHT, HARUKO M",1412507,"Nuclear Science and Engineering, Department of","SHIRVAN, KOROUSH",827688,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","BEN-AKIVA, MOSHE E",9049,"Urban Studies and Planning, Department of","ZEGRAS, PERICLES C",130791,2,0,0,0,0,1,0
